category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Organismal Systems	Endocrine system	hsa04910	Insulin signaling pathway	1/142	138/8790	0.0072463768115942	0.448560930802205	-0.836632794597386	0.896211644936781	1	1	810	1
Human Diseases	Endocrine and metabolic disease	hsa04936	Alcoholic liver disease	1/142	142/8790	0.00704225352112676	0.435925411624678	-0.868318253719761	0.902860514407468	1	1	125	1
Human Diseases	Neurodegenerative disease	hsa05017	Spinocerebellar ataxia	1/142	144/8790	0.00694444444444444	0.429870892018779	-0.883899542087867	0.906024562612018	1	1	2890	1
Environmental Information Processing	Signal transduction	hsa04072	Phospholipase D signaling pathway	1/142	148/8790	0.00675675675675676	0.418252759802056	-0.914564042330782	0.912048874164491	1	1	114	1
Cellular Processes	Transport and catabolism	hsa04148	Efferocytosis	1/142	157/8790	0.00636942675159236	0.394276486947161	-0.98129469769292	0.924237702984122	1	1	177	1
Cellular Processes	Cell growth and death	hsa04218	Cellular senescence	1/142	157/8790	0.00636942675159236	0.394276486947161	-0.98129469769292	0.924237702984122	1	1	810	1
Environmental Information Processing	Signal transduction	hsa04390	Hippo signaling pathway	1/142	157/8790	0.00636942675159236	0.394276486947161	-0.98129469769292	0.924237702984122	1	1	5522	1
Cellular Processes	Cell growth and death	hsa04110	Cell cycle	1/142	158/8790	0.00632911392405063	0.391781066143698	-0.98852766315086	0.92548387999979	1	1	995	1
Human Diseases	Neurodegenerative disease	hsa05012	Parkinson disease	2/142	268/8790	0.00746268656716418	0.461950809333614	-1.14623767389641	0.934185927149012	1	1	810/10381	2
Human Diseases	Cancer: specific types	hsa05225	Hepatocellular carcinoma	1/142	169/8790	0.00591715976331361	0.366280523376948	-1.06590291173471	0.937918420570732	1	1	7015	1
Human Diseases	Infectious disease: viral	hsa05164	Influenza A	1/142	170/8790	0.00588235294117647	0.364125932062966	-1.07274872191999	0.938940991534536	1	1	9407	1
Human Diseases	Neurodegenerative disease	hsa05014	Amyotrophic lateral sclerosis	3/142	368/8790	0.00815217391304348	0.50463104715248	-1.24394488463431	0.940783175644381	1	1	2890/10381/10718	3
Human Diseases	Neurodegenerative disease	hsa05016	Huntington disease	2/142	307/8790	0.00651465798045603	0.403266504564848	-1.36373797530092	0.961655419786807	1	1	2890/10381	2
Human Diseases	Cancer: overview	hsa05203	Viral carcinogenesis	1/142	204/8790	0.00490196078431373	0.303438276719138	-1.28983842743162	0.965325989389175	1	1	8345	1
Human Diseases	Cardiovascular disease	hsa05415	Diabetic cardiomyopathy	1/142	205/8790	0.0048780487804878	0.301958090003435	-1.29581899818167	0.965899447286535	1	1	177	1
Human Diseases	Cancer: overview	hsa05208	Chemical carcinogenesis - reactive oxygen species	1/142	225/8790	0.00444444444444444	0.275117370892019	-1.41140396101947	0.975580919223314	1	1	1544	1
Organismal Systems	Environmental adaptation	hsa04714	Thermogenesis	1/142	234/8790	0.00427350427350427	0.264535933550018	-1.46113405604113	0.978993513579993	1	1	114	1
Human Diseases	Infectious disease: bacterial	hsa05132	Salmonella infection	1/142	248/8790	0.00403225806451613	0.249602453430259	-1.53600817198358	0.983384262388678	1	1	10381	1
Cellular Processes	Transport and catabolism	hsa04142	Lysosome biogenesis	1/142	249/8790	0.00401606425702811	0.248600033938571	-1.54124807679386	0.983660478115768	1	1	58511	1
Metabolism	Carbohydrate metabolism	hsa00020	Citrate cycle (TCA cycle)	0/142	30/8790	0	0	-0.703015075617559	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00030	Pentose phosphate pathway	0/142	31/8790	0	0	-0.71467673999578	1	1	1		0
Metabolism	Lipid metabolism	hsa00061	Fatty acid biosynthesis	0/142	18/8790	0	0	-0.544180537163266	1	1	1		0
Metabolism	Lipid metabolism	hsa00062	Fatty acid elongation	0/142	28/8790	0	0	-0.67909956957739	1	1	1		0
Metabolism	Lipid metabolism	hsa00120	Primary bile acid biosynthesis	0/142	17/8790	0	0	-0.528818280843147	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	0/142	12/8790	0	0	-0.444169669156242	1	1	1		0
Metabolism	Energy metabolism	hsa00190	Oxidative phosphorylation	0/142	136/8790	0	0	-1.50597260840024	1	1	1		0
Metabolism	Nucleotide metabolism	hsa00240	Pyrimidine metabolism	0/142	59/8790	0	0	-0.987529494772243	1	1	1		0
Metabolism	Amino acid metabolism	hsa00250	Alanine, aspartate and glutamate metabolism	0/142	37/8790	0	0	-0.781049325629571	1	1	1		0
Metabolism	Amino acid metabolism	hsa00270	Cysteine and methionine metabolism	0/142	53/8790	0	0	-0.935648726683	1	1	1		0
Metabolism	Amino acid metabolism	hsa00310	Lysine degradation	0/142	63/8790	0	0	-1.02068997841876	1	1	1		0
Metabolism	Amino acid metabolism	hsa00330	Arginine and proline metabolism	0/142	49/8790	0	0	-0.899442788024692	1	1	1		0
Metabolism	Amino acid metabolism	hsa00340	Histidine metabolism	0/142	22/8790	0	0	-0.601751433868244	1	1	1		0
Metabolism	Amino acid metabolism	hsa00360	Phenylalanine metabolism	0/142	16/8790	0	0	-0.512999852508217	1	1	1		0
Metabolism	Metabolism of other amino acids	hsa00410	beta-Alanine metabolism	0/142	31/8790	0	0	-0.71467673999578	1	1	1		0
Metabolism	Metabolism of other amino acids	hsa00430	Taurine and hypotaurine metabolism	0/142	16/8790	0	0	-0.512999852508217	1	1	1		0
Metabolism	Metabolism of other amino acids	hsa00450	Selenocompound metabolism	0/142	17/8790	0	0	-0.528818280843147	1	1	1		0
Metabolism	Metabolism of other amino acids	hsa00480	Glutathione metabolism	0/142	57/8790	0	0	-0.970536251284992	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00500	Starch and sucrose metabolism	0/142	36/8790	0	0	-0.770378303741625	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00510	N-Glycan biosynthesis	0/142	57/8790	0	0	-0.970536251284992	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00511	Other glycan degradation	0/142	18/8790	0	0	-0.544180537163266	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00512	Mucin type O-glycan biosynthesis	0/142	36/8790	0	0	-0.770378303741625	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00514	Other types of O-glycan biosynthesis	0/142	49/8790	0	0	-0.899442788024692	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00515	Mannose type O-glycan biosynthesis	0/142	23/8790	0	0	-0.615310716053147	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00531	Glycosaminoglycan degradation	0/142	19/8790	0	0	-0.559124224639583	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	0/142	21/8790	0	0	-0.587882694812305	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate	0/142	14/8790	0	0	-0.479812739257386	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	0/142	24/8790	0	0	-0.628580568845333	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00541	Biosynthesis of various nucleotide sugars	0/142	19/8790	0	0	-0.559124224639583	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0/142	30/8790	0	0	-0.703015075617559	1	1	1		0
Metabolism	Lipid metabolism	hsa00600	Sphingolipid metabolism	0/142	55/8790	0	0	-0.953248112566918	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	0/142	28/8790	0	0	-0.67909956957739	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00603	Glycosphingolipid biosynthesis - globo and isoglobo series	0/142	16/8790	0	0	-0.512999852508217	1	1	1		0
Metabolism	Glycan biosynthesis and metabolism	hsa00604	Glycosphingolipid biosynthesis - ganglio series	0/142	15/8790	0	0	-0.49668166797394	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00630	Glyoxylate and dicarboxylate metabolism	0/142	31/8790	0	0	-0.71467673999578	1	1	1		0
Metabolism	Carbohydrate metabolism	hsa00640	Propanoate metabolism	0/142	32/8790	0	0	-0.726153746995185	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00670	One carbon pool by folate	0/142	38/8790	0	0	-0.791578897182705	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00760	Nicotinate and nicotinamide metabolism	0/142	38/8790	0	0	-0.791578897182705	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00770	Pantothenate and CoA biosynthesis	0/142	21/8790	0	0	-0.587882694812305	1	1	1		0
Metabolism	Metabolism of cofactors and vitamins	hsa00785	Lipoic acid metabolism	0/142	19/8790	0	0	-0.559124224639583	1	1	1		0
Metabolism	Energy metabolism	hsa00920	Sulfur metabolism	0/142	10/8790	0	0	-0.405423394918536	1	1	1		0
Genetic Information Processing	Translation	hsa00970	Aminoacyl-tRNA biosynthesis	0/142	44/8790	0	0	-0.852074690913418	1	1	1		0
Metabolism	Xenobiotics biodegradation and metabolism	hsa00983	Drug metabolism - other enzymes	0/142	79/8790	0	0	-1.14402523095786	1	1	1		0
Metabolism	Lipid metabolism	hsa01040	Biosynthesis of unsaturated fatty acids	0/142	27/8790	0	0	-0.666824488014959	1	1	1		0
Metabolism	Global and overview maps	hsa01200	Carbon metabolism	0/142	116/8790	0	0	-1.38923382728066	1	1	1		0
Metabolism	Global and overview maps	hsa01210	2-Oxocarboxylic acid metabolism	0/142	33/8790	0	0	-0.737454719010881	1	1	1		0
Metabolism	Global and overview maps	hsa01212	Fatty acid metabolism	0/142	57/8790	0	0	-0.970536251284992	1	1	1		0
Metabolism	Global and overview maps	hsa01232	Nucleotide metabolism	0/142	85/8790	0	0	-1.18708314625563	1	1	1		0
Human Diseases	Drug resistance: antineoplastic	hsa01521	EGFR tyrosine kinase inhibitor resistance	0/142	80/8790	0	0	-1.1513092129002	1	1	1		0
Human Diseases	Drug resistance: antineoplastic	hsa01524	Platinum drug resistance	0/142	74/8790	0	0	-1.10691255407032	1	1	1		0
Genetic Information Processing	Translation	hsa03008	Ribosome biogenesis in eukaryotes	0/142	143/8790	0	0	-1.54486791389926	1	1	1		0
Genetic Information Processing	Translation	hsa03010	Ribosome	0/142	191/8790	0	0	-1.79039465685597	1	1	1		0
Genetic Information Processing	Translation	hsa03013	Nucleocytoplasmic transport	0/142	108/8790	0	0	-1.33985577028713	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa03018	RNA degradation	0/142	78/8790	0	0	-1.13669626225385	1	1	1		0
Genetic Information Processing	Transcription	hsa03020	RNA polymerase	0/142	34/8790	0	0	-0.748587629428779	1	1	1		0
Genetic Information Processing	Transcription	hsa03022	Basal transcription factors	0/142	43/8790	0	0	-0.842288223229966	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03030	DNA replication	0/142	36/8790	0	0	-0.770378303741625	1	1	1		0
Genetic Information Processing	Transcription	hsa03040	Spliceosome	0/142	205/8790	0	0	-1.85636274788723	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa03050	Proteasome	0/142	46/8790	0	0	-0.871324459027907	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa03060	Protein export	0/142	31/8790	0	0	-0.71467673999578	1	1	1		0
Genetic Information Processing	Chromosome	hsa03082	ATP-dependent chromatin remodeling	0/142	115/8790	0	0	-1.38315306164243	1	1	1		0
Genetic Information Processing	Chromosome	hsa03083	Polycomb repressive complex	0/142	83/8790	0	0	-1.17289959929298	1	1	1		0
Genetic Information Processing	Information processing in viruses	hsa03250	Viral life cycle - HIV-1	0/142	68/8790	0	0	-1.06072420468735	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03420	Nucleotide excision repair	0/142	62/8790	0	0	-1.0124988530315	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03430	Mismatch repair	0/142	23/8790	0	0	-0.615310716053147	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03440	Homologous recombination	0/142	41/8790	0	0	-0.822372887977944	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03450	Non-homologous end-joining	0/142	13/8790	0	0	-0.462332784633479	1	1	1		0
Genetic Information Processing	Replication and repair	hsa03460	Fanconi anemia pathway	0/142	53/8790	0	0	-0.935648726683	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04064	NF-kappa B signaling pathway	0/142	103/8790	0	0	-1.30809644549979	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04068	FoxO signaling pathway	0/142	132/8790	0	0	-1.48331790408524	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04120	Ubiquitin mediated proteolysis	0/142	142/8790	0	0	-1.53936779215802	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04130	SNARE interactions in vesicular transport	0/142	33/8790	0	0	-0.737454719010881	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04136	Autophagy - other	0/142	32/8790	0	0	-0.726153746995185	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04137	Mitophagy - animal	0/142	104/8790	0	0	-1.31450675162971	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04140	Autophagy - animal	0/142	169/8790	0	0	-1.68197909493751	1	1	1		0
Genetic Information Processing	Folding, sorting and degradation	hsa04141	Protein processing in endoplasmic reticulum	0/142	174/8790	0	0	-1.70717421643374	1	1	1		0
Cellular Processes	Transport and catabolism	hsa04146	Peroxisome	0/142	82/8790	0	0	-1.16574558667942	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04150	mTOR signaling pathway	0/142	156/8790	0	0	-1.61477620447258	1	1	1		0
NA	NA	hsa04156	Integrated stress response (ISR) signaling pathway	0/142	52/8790	0	0	-0.926726785119629	1	1	1		0
Cellular Processes	Cell growth and death	hsa04210	Apoptosis	0/142	137/8790	0	0	-1.51158646903503	1	1	1		0
Cellular Processes	Cell growth and death	hsa04215	Apoptosis - multiple species	0/142	32/8790	0	0	-0.726153746995185	1	1	1		0
Cellular Processes	Cell growth and death	hsa04216	Ferroptosis	0/142	42/8790	0	0	-0.832388980037095	1	1	1		0
Cellular Processes	Cell growth and death	hsa04217	Necroptosis	0/142	162/8790	0	0	-1.64610867255699	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04370	VEGF signaling pathway	0/142	60/8790	0	0	-0.995920259961311	1	1	1		0
Organismal Systems	Development and regeneration	hsa04380	Osteoclast differentiation	0/142	133/8790	0	0	-1.4890119242941	1	1	1		0
Environmental Information Processing	Signal transduction	hsa04392	Hippo signaling pathway - multiple species	0/142	29/8790	0	0	-0.69115940603166	1	1	1		0
Cellular Processes	Cellular community - eukaryotes	hsa04520	Adherens junction	0/142	93/8790	0	0	-1.24226086315714	1	1	1		0
Organismal Systems	Immune system	hsa04612	Antigen processing and presentation	0/142	71/8790	0	0	-1.0840564542526	1	1	1		0
Organismal Systems	Immune system	hsa04620	Toll-like receptor signaling pathway	0/142	107/8790	0	0	-1.33356151041844	1	1	1		0
Organismal Systems	Immune system	hsa04621	NOD-like receptor signaling pathway	0/142	183/8790	0	0	-1.75168377503086	1	1	1		0
Organismal Systems	Immune system	hsa04622	RIG-I-like receptor signaling pathway	0/142	72/8790	0	0	-1.09172656927534	1	1	1		0
Organismal Systems	Immune system	hsa04662	B cell receptor signaling pathway	0/142	82/8790	0	0	-1.16574558667942	1	1	1		0
Organismal Systems	Immune system	hsa04664	Fc epsilon RI signaling pathway	0/142	68/8790	0	0	-1.06072420468735	1	1	1		0
Organismal Systems	Immune system	hsa04666	Fc gamma R-mediated phagosome formation	0/142	97/8790	0	0	-1.2689867611039	1	1	1		0
Organismal Systems	Immune system	hsa04672	Intestinal immune network for IgA production	0/142	46/8790	0	0	-0.871324459027907	1	1	1		0
Organismal Systems	Environmental adaptation	hsa04710	Circadian rhythm	0/142	34/8790	0	0	-0.748587629428779	1	1	1		0
Human Diseases	Endocrine and metabolic disease	hsa04930	Type II diabetes mellitus	0/142	47/8790	0	0	-0.880794823784099	1	1	1		0
Human Diseases	Endocrine and metabolic disease	hsa04932	Non-alcoholic fatty liver disease	0/142	157/8790	0	0	-1.62003732156146	1	1	1		0
Human Diseases	Endocrine and metabolic disease	hsa04940	Type I diabetes mellitus	0/142	41/8790	0	0	-0.822372887977944	1	1	1		0
Organismal Systems	Excretory system	hsa04960	Aldosterone-regulated sodium reabsorption	0/142	38/8790	0	0	-0.791578897182705	1	1	1		0
Organismal Systems	Excretory system	hsa04961	Endocrine and other factor-regulated calcium reabsorption	0/142	53/8790	0	0	-0.935648726683	1	1	1		0
Organismal Systems	Digestive system	hsa04973	Carbohydrate digestion and absorption	0/142	48/8790	0	0	-0.890166572341201	1	1	1		0
Organismal Systems	Digestive system	hsa04978	Mineral absorption	0/142	60/8790	0	0	-0.995920259961311	1	1	1		0
Organismal Systems	Digestive system	hsa04980	Cobalamin transport and metabolism	0/142	18/8790	0	0	-0.544180537163266	1	1	1		0
Human Diseases	Substance dependence	hsa05030	Cocaine addiction	0/142	49/8790	0	0	-0.899442788024692	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05110	Vibrio cholerae infection	0/142	50/8790	0	0	-0.908626397457285	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	0/142	70/8790	0	0	-1.07633346022074	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05131	Shigellosis	0/142	251/8790	0	0	-2.0596309907165	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05134	Legionellosis	0/142	56/8790	0	0	-0.96193003155607	1	1	1		0
Human Diseases	Infectious disease: bacterial	hsa05135	Yersinia infection	0/142	137/8790	0	0	-1.51158646903503	1	1	1		0
Human Diseases	Infectious disease: parasitic	hsa05140	Leishmaniasis	0/142	73/8790	0	0	-1.0993449126971	1	1	1		0
Human Diseases	Infectious disease: parasitic	hsa05145	Toxoplasmosis	0/142	109/8790	0	0	-1.34612203943715	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05161	Hepatitis B	0/142	163/8790	0	0	-1.65127713427979	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05168	Herpes simplex virus 1 infection	0/142	177/8790	0	0	-1.72212818065266	1	1	1		0
Human Diseases	Infectious disease: viral	hsa05169	Epstein-Barr virus infection	0/142	201/8790	0	0	-1.83773459659133	1	1	1		0
Human Diseases	Cancer: specific types	hsa05210	Colorectal cancer	0/142	87/8790	0	0	-1.20110561849189	1	1	1		0
Human Diseases	Cancer: specific types	hsa05211	Renal cell carcinoma	0/142	69/8790	0	0	-1.06855644001479	1	1	1		0
Human Diseases	Cancer: specific types	hsa05212	Pancreatic cancer	0/142	77/8790	0	0	-1.12932143035026	1	1	1		0
Human Diseases	Cancer: specific types	hsa05213	Endometrial cancer	0/142	59/8790	0	0	-0.987529494772243	1	1	1		0
Human Diseases	Cancer: specific types	hsa05220	Chronic myeloid leukemia	0/142	77/8790	0	0	-1.12932143035026	1	1	1		0
Human Diseases	Cancer: specific types	hsa05221	Acute myeloid leukemia	0/142	68/8790	0	0	-1.06072420468735	1	1	1		0
Human Diseases	Cancer: overview	hsa05230	Central carbon metabolism in cancer	0/142	71/8790	0	0	-1.0840564542526	1	1	1		0
Human Diseases	Cancer: overview	hsa05231	Choline metabolism in cancer	0/142	99/8790	0	0	-1.28214985119092	1	1	1		0
Human Diseases	Cancer: overview	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	0/142	90/8790	0	0	-1.22184943506924	1	1	1		0
Human Diseases	Immune disease	hsa05310	Asthma	0/142	28/8790	0	0	-0.67909956957739	1	1	1		0
Human Diseases	Immune disease	hsa05320	Autoimmune thyroid disease	0/142	50/8790	0	0	-0.908626397457285	1	1	1		0
Human Diseases	Immune disease	hsa05321	Inflammatory bowel disease	0/142	63/8790	0	0	-1.02068997841876	1	1	1		0
Human Diseases	Immune disease	hsa05330	Allograft rejection	0/142	35/8790	0	0	-0.75955986900104	1	1	1		0
Human Diseases	Immune disease	hsa05332	Graft-versus-host disease	0/142	38/8790	0	0	-0.791578897182705	1	1	1		0
Human Diseases	Immune disease	hsa05340	Primary immunodeficiency	0/142	37/8790	0	0	-0.781049325629571	1	1	1		0
